mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,mean_fitness,mean_accuracy,mean_error_chance,mean_error_utility,mean_entropy_norm,mean_util_dev,mean_gen_cpu
both,non_symmetric,1.0,1.0,regret,top50,2,10,1,2.054575,51.24,1.430836,18.728298,12.971466,37.031858,0.0500
both,non_symmetric,1.0,1.0,regret,top50,2,10,2,1.612853,51.76,1.328387,16.630768,14.379287,36.181441,0.0563
both,non_symmetric,1.0,1.0,regret,top50,2,10,3,1.134909,54.02,1.339078,16.761505,14.317676,36.279808,0.0437
both,non_symmetric,1.0,1.0,regret,top50,2,10,4,1.217581,54.60,1.309697,16.340879,14.664780,35.901542,0.0469
both,non_symmetric,1.0,1.0,regret,top50,2,10,5,1.094356,55.62,1.281382,16.695753,14.711525,36.189134,0.0531
both,non_symmetric,1.0,1.0,regret,top50,4,20,1,4.382550,51.24,1.430836,18.728298,12.971466,37.031858,0.0469
both,non_symmetric,1.0,1.0,regret,top50,4,20,2,3.526199,51.42,1.299634,16.040667,14.693886,35.599361,0.0500
both,non_symmetric,1.0,1.0,regret,top50,4,20,3,2.703540,52.74,1.295128,15.825943,14.815532,35.697985,0.0531
both,non_symmetric,1.0,1.0,regret,top50,4,20,4,3.142591,52.60,1.284782,15.345468,15.010109,35.577837,0.0344
both,non_symmetric,1.0,1.0,regret,top50,4,20,5,2.504783,56.06,1.310481,15.826641,15.147026,36.201628,0.0469
both,non_symmetric,1.0,1.0,regret,top50,4,20,6,2.488665,54.80,1.275208,16.375464,15.264109,35.904176,0.0469
both,non_symmetric,1.0,1.0,regret,top50,4,20,7,1.822216,55.90,1.222387,15.396776,15.476382,35.353712,0.0531
both,non_symmetric,1.0,1.0,regret,top50,4,20,8,1.161589,57.98,1.249104,15.644578,15.650130,35.356977,0.0437
both,non_symmetric,1.0,1.0,regret,top50,4,20,9,0.975853,59.62,1.227470,15.116691,15.731789,35.870266,0.0437
both,non_symmetric,1.0,1.0,regret,top50,4,20,10,0.952242,60.30,1.255050,14.916942,15.660410,36.064169,0.0437
both,non_symmetric,1.0,1.0,regret,top50,4,20,11,0.944298,61.08,1.284371,15.424837,15.731685,35.772507,0.0437
both,non_symmetric,1.0,1.0,regret,top50,4,20,12,0.990176,61.94,1.277693,15.398414,15.672473,35.897609,0.0437
both,non_symmetric,1.0,1.0,regret,top50,4,20,13,0.625472,63.96,1.295038,16.147757,15.614888,35.534638,0.0437
both,non_symmetric,1.0,1.0,regret,top50,8,40,1,8.229801,51.24,1.430836,18.728298,12.971466,37.031858,0.0531
both,non_symmetric,1.0,1.0,regret,top50,8,40,2,6.973659,51.50,1.306212,15.866322,14.704776,35.745968,0.0531
both,non_symmetric,1.0,1.0,regret,top50,8,40,3,5.697351,54.28,1.328156,15.573369,14.814542,35.897125,0.0500
both,non_symmetric,1.0,1.0,regret,top50,8,40,4,5.742447,53.98,1.302535,15.108887,14.952569,35.764856,0.0437
both,non_symmetric,1.0,1.0,regret,top50,8,40,5,5.071569,56.08,1.330082,15.178278,15.094664,36.025375,0.0500
both,non_symmetric,1.0,1.0,regret,top50,8,40,6,4.649715,55.70,1.275657,15.181300,15.252267,35.736791,0.0469
both,non_symmetric,1.0,1.0,regret,top50,8,40,7,3.949035,56.84,1.219196,13.988240,15.459820,35.516838,0.0469
both,non_symmetric,1.0,1.0,regret,top50,8,40,8,2.875139,59.36,1.244455,13.517595,15.585381,35.421362,0.0469
both,non_symmetric,1.0,1.0,regret,top50,8,40,9,2.065311,62.78,1.237980,13.076020,15.545996,35.502555,0.0437
both,non_symmetric,1.0,1.0,regret,top50,8,40,10,1.699896,64.52,1.276040,12.757049,15.354356,36.066395,0.0469
both,non_symmetric,1.0,1.0,regret,top50,8,40,11,1.323398,66.82,1.259794,13.073955,15.387784,36.463177,0.0500
both,non_symmetric,1.0,1.0,regret,top50,8,40,12,0.807942,68.66,1.252424,12.945213,15.369105,36.549225,0.0500
both,non_symmetric,1.0,1.0,regret,top50,8,40,13,0.632638,71.18,1.266595,12.941305,15.174678,36.367033,0.0469
both,non_symmetric,1.0,1.0,regret,top50,8,40,14,0.643519,72.34,1.247012,12.527430,15.190077,36.102464,0.0500
both,non_symmetric,1.0,1.0,regret,top50,8,40,15,0.278741,73.10,1.250128,12.575352,15.287637,36.115801,0.0500
both,non_symmetric,1.0,1.0,regret,top50,8,40,16,0.221940,73.56,1.255202,12.614076,15.247558,36.037078,0.0500
both,non_symmetric,1.0,1.0,entropy,top50,1,5,1,1.399330,51.24,1.430836,18.728298,12.971466,37.031858,0.0656
both,non_symmetric,1.0,1.0,entropy,top50,1,5,2,0.952464,51.76,1.363237,17.034213,14.526709,35.488802,0.0531
both,non_symmetric,1.0,1.0,entropy,top50,1,5,3,0.801390,52.56,1.401191,17.191974,14.549589,36.133581,0.0531
both,non_symmetric,1.0,1.0,entropy,top50,1,5,4,0.658462,54.50,1.347480,16.685382,14.975080,35.504986,0.0563
both,non_symmetric,1.0,1.0,entropy,top50,1,5,5,0.429717,56.24,1.344479,16.789101,15.003368,35.400037,0.0563
both,non_symmetric,1.0,1.0,entropy,top50,1,5,6,0.339464,56.94,1.303266,17.579636,15.108563,35.870566,0.0500
both,non_symmetric,1.0,1.0,entropy,top50,1,5,7,0.199340,57.56,1.270844,17.737227,15.135196,36.124247,0.0500
both,non_symmetric,1.0,1.0,entropy,top50,2,10,1,2.690468,51.24,1.430836,18.728298,12.971466,37.031858,0.0469
both,non_symmetric,1.0,1.0,entropy,top50,2,10,2,2.152206,51.48,1.314906,16.554925,14.572169,35.674696,0.0469
both,non_symmetric,1.0,1.0,entropy,top50,2,10,3,1.685640,54.04,1.309870,16.368269,14.645921,36.180673,0.0531
both,non_symmetric,1.0,1.0,entropy,top50,2,10,4,1.681262,54.74,1.263139,15.539103,15.052556,35.201126,0.0500
both,non_symmetric,1.0,1.0,entropy,top50,2,10,5,1.261102,57.82,1.229606,15.125402,15.171727,35.274767,0.0563
both,non_symmetric,1.0,1.0,entropy,top50,2,10,6,0.818343,57.62,1.213537,15.168237,15.250053,35.568224,0.0625
both,non_symmetric,1.0,1.0,entropy,top50,2,10,7,0.638970,59.48,1.164440,14.779341,15.359325,35.406134,0.0594
both,non_symmetric,1.0,1.0,entropy,top50,2,10,8,0.476301,60.56,1.167522,15.003540,15.286271,35.429972,0.0500
both,non_symmetric,1.0,1.0,entropy,top50,2,10,9,0.440997,61.38,1.165669,14.833464,15.281775,35.399035,0.0531
both,non_symmetric,1.0,1.0,entropy,top50,2,10,10,0.418692,60.40,1.170742,15.018350,15.284186,35.747140,0.0531
both,non_symmetric,1.0,1.0,entropy,top50,2,10,11,0.340136,60.40,1.169211,15.190814,15.237119,35.800822,0.0469
both,non_symmetric,1.0,1.0,entropy,top50,2,10,12,0.302244,61.14,1.167053,15.199515,15.244795,35.876625,0.0531
both,non_symmetric,1.0,1.0,entropy,top50,4,20,1,5.670180,51.24,1.430836,18.728298,12.971466,37.031858,0.0844
both,non_symmetric,1.0,1.0,entropy,top50,4,20,2,4.803510,51.52,1.294602,16.135328,14.640017,35.594417,0.0844
both,non_symmetric,1.0,1.0,entropy,top50,4,20,3,4.161377,52.16,1.300025,15.960631,14.736847,35.814833,0.0906
both,non_symmetric,1.0,1.0,entropy,top50,4,20,4,4.289001,53.14,1.300508,15.392831,14.910670,35.434788,0.0875
both,non_symmetric,1.0,1.0,entropy,top50,4,20,5,3.713357,56.78,1.322654,15.451778,14.931516,35.911852,0.0813
both,non_symmetric,1.0,1.0,entropy,top50,4,20,6,3.364228,56.16,1.273466,15.782939,15.000232,35.742707,0.0938
