mode,sampling_mode,chance_temperature,utility_temperature,fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,rep,seed,stop_generation,best_fitness,best_accuracy,best_mse_chance,best_mse_utility,best_entropy_norm,best_util_dev,cpu_per_gen,cpu_total
both,symmetric,1.0,1.0,binary,top50,4,20,20,4,46,8,0.745000,100.00,0.896881,6.783784,0.417327,44.444444,0.3281,2.6250
both,symmetric,1.0,1.0,binary,top50,4,20,20,5,47,9,0.710000,100.00,0.693457,8.464246,0.416418,44.444444,0.4271,3.8438
both,symmetric,1.0,1.0,binary,top50,4,20,20,6,48,9,0.697500,100.00,0.563812,10.668674,0.412637,44.444444,0.4080,3.6719
both,symmetric,1.0,1.0,binary,top50,4,20,20,7,49,8,0.660000,95.00,0.669734,9.630906,0.442526,44.444444,0.3809,3.0469
both,symmetric,1.0,1.0,binary,top50,4,20,20,8,50,10,0.592500,100.00,0.858780,9.735869,0.412633,44.444444,0.3984,3.9844
both,symmetric,1.0,1.0,binary,top50,4,20,20,9,51,10,0.682500,100.00,0.799769,11.361937,0.412628,44.444444,0.4297,4.2969
both,symmetric,1.0,1.0,binary,top50,8,40,20,0,42,13,1.060000,100.00,0.859584,8.468031,0.412628,44.444444,0.4147,5.3906
both,symmetric,1.0,1.0,binary,top50,8,40,20,1,43,13,0.917500,100.00,0.715729,6.965790,0.412628,44.444444,0.3762,4.8906
both,symmetric,1.0,1.0,binary,top50,8,40,20,2,44,15,0.792500,100.00,0.836978,8.468031,0.412628,44.444444,0.3490,5.2344
both,symmetric,1.0,1.0,binary,top50,8,40,20,3,45,13,0.857500,100.00,0.839437,10.814790,0.412628,44.444444,0.3101,4.0312
both,symmetric,1.0,1.0,binary,top50,8,40,20,4,46,14,0.710000,100.00,0.733758,7.071627,0.412628,44.444444,0.3158,4.4219
both,symmetric,1.0,1.0,binary,top50,8,40,20,5,47,13,0.812500,100.00,0.800005,8.468031,0.412628,44.444444,0.3041,3.9531
both,symmetric,1.0,1.0,binary,top50,8,40,20,6,48,15,0.720000,100.00,0.866110,8.468031,0.412628,44.444444,0.3073,4.6094
both,symmetric,1.0,1.0,binary,top50,8,40,20,7,49,12,0.722500,100.00,0.814653,12.346621,0.412628,44.444444,0.3203,3.8438
both,symmetric,1.0,1.0,binary,top50,8,40,20,8,50,16,0.677500,100.00,0.751820,10.833622,0.412628,44.444444,0.3115,4.9844
